"country_popio","region","age_name","sex","pc_mean","agegr" 
"Latvia","Eastern Europe","65-69 years","Females",0.0839626,"65"
"Latvia","Eastern Europe","70-74 years","Females",0.0565899,"70"
"Latvia","Eastern Europe","75-79 years","Females",0.0681396,"75"
"Latvia","Eastern Europe","80+ years","Females",0.0257302,"80"
"Latvia","Eastern Europe","50-69 years","Females",0.102435,"50"
"Latvia","Eastern Europe","70+ years","Females",0.0448081,"70"
"Latvia","Eastern Europe","30-34 years","Both sexes",0.0342838,"30"
"Latvia","Eastern Europe","35-39 years","Both sexes",0.0556383,"35"
"Latvia","Eastern Europe","40-44 years","Both sexes",0.105084,"40"
"Latvia","Eastern Europe","45-49 years","Both sexes",0.160125,"45"
"Latvia","Eastern Europe","50-54 years","Both sexes",0.215933,"50"
"Latvia","Eastern Europe","55-59 years","Both sexes",0.255787,"55"
"Latvia","Eastern Europe","60-64 years","Both sexes",0.273283,"60"
"Latvia","Eastern Europe","65-69 years","Both sexes",0.230137,"65"
"Latvia","Eastern Europe","70-74 years","Both sexes",0.190124,"70"
"Latvia","Eastern Europe","75-79 years","Both sexes",0.161241,"75"
"Latvia","Eastern Europe","80+ years","Both sexes",0.0620073,"80"
"Latvia","Eastern Europe","50-69 years","Both sexes",0.24429,"50"
"Latvia","Eastern Europe","70+ years","Both sexes",0.131894,"70"
"Lithuania","Eastern Europe","30-34 years","Males",0.042807,"30"
"Lithuania","Eastern Europe","35-39 years","Males",0.0772792,"35"
"Lithuania","Eastern Europe","40-44 years","Males",0.129195,"40"
"Lithuania","Eastern Europe","45-49 years","Males",0.186766,"45"
"Lithuania","Eastern Europe","50-54 years","Males",0.24334,"50"
"Lithuania","Eastern Europe","55-59 years","Males",0.300907,"55"
"Lithuania","Eastern Europe","60-64 years","Males",0.321095,"60"
"Lithuania","Eastern Europe","65-69 years","Males",0.305641,"65"
"Lithuania","Eastern Europe","70-74 years","Males",0.273286,"70"
"Lithuania","Eastern Europe","75-79 years","Males",0.233464,"75"
"Lithuania","Eastern Europe","80+ years","Males",0.157635,"80"
"Lithuania","Eastern Europe","50-69 years","Males",0.291422,"50"
"Lithuania","Eastern Europe","70+ years","Males",0.22622,"70"
"Lithuania","Eastern Europe","30-34 years","Females",0.034394,"30"
"Lithuania","Eastern Europe","35-39 years","Females",0.0426203,"35"
"Lithuania","Eastern Europe","40-44 years","Females",0.0468928,"40"
"Lithuania","Eastern Europe","45-49 years","Females",0.0640368,"45"
"Lithuania","Eastern Europe","50-54 years","Females",0.0653897,"50"
"Lithuania","Eastern Europe","55-59 years","Females",0.0677911,"55"
"Lithuania","Eastern Europe","60-64 years","Females",0.0609155,"60"
"Lithuania","Eastern Europe","65-69 years","Females",0.0437735,"65"
"Lithuania","Eastern Europe","70-74 years","Females",0.0313641,"70"
"Lithuania","Eastern Europe","75-79 years","Females",0.0350225,"75"
"Lithuania","Eastern Europe","80+ years","Females",0.0187226,"80"
"Lithuania","Eastern Europe","50-69 years","Females",0.0587996,"50"
"Lithuania","Eastern Europe","70+ years","Females",0.0262549,"70"
"Lithuania","Eastern Europe","30-34 years","Both sexes",0.0412224,"30"
"Lithuania","Eastern Europe","35-39 years","Both sexes",0.0695613,"35"
"Lithuania","Eastern Europe","40-44 years","Both sexes",0.109068,"40"
"Lithuania","Eastern Europe","45-49 years","Both sexes",0.15474,"45"
"Lithuania","Eastern Europe","50-54 years","Both sexes",0.193841,"50"
"Lithuania","Eastern Europe","55-59 years","Both sexes",0.230411,"55"
"Lithuania","Eastern Europe","60-64 years","Both sexes",0.236885,"60"
"Lithuania","Eastern Europe","65-69 years","Both sexes",0.211353,"65"
"Lithuania","Eastern Europe","70-74 years","Both sexes",0.166931,"70"
"Lithuania","Eastern Europe","75-79 years","Both sexes",0.127998,"75"
"Lithuania","Eastern Europe","80+ years","Both sexes",0.0636237,"80"
"Lithuania","Eastern Europe","50-69 years","Both sexes",0.217992,"50"
"Lithuania","Eastern Europe","70+ years","Both sexes",0.113714,"70"
"Moldova","Eastern Europe","30-34 years","Males",0.0648044,"30"
"Moldova","Eastern Europe","35-39 years","Males",0.0955563,"35"
"Moldova","Eastern Europe","40-44 years","Males",0.152685,"40"
"Moldova","Eastern Europe","45-49 years","Males",0.202908,"45"
"Moldova","Eastern Europe","50-54 years","Males",0.239908,"50"
"Moldova","Eastern Europe","55-59 years","Males",0.283157,"55"
"Moldova","Eastern Europe","60-64 years","Males",0.287858,"60"
"Moldova","Eastern Europe","65-69 years","Males",0.288134,"65"
"Moldova","Eastern Europe","70-74 years","Males",0.246861,"70"
"Moldova","Eastern Europe","75-79 years","Males",0.206154,"75"
"Moldova","Eastern Europe","80+ years","Males",0.135322,"80"
"Moldova","Eastern Europe","50-69 years","Males",0.272967,"50"
"Moldova","Eastern Europe","70+ years","Males",0.207495,"70"
"Moldova","Eastern Europe","30-34 years","Females",0.0174317,"30"
"Moldova","Eastern Europe","35-39 years","Females",0.0295744,"35"
"Moldova","Eastern Europe","40-44 years","Females",0.0419522,"40"
"Moldova","Eastern Europe","45-49 years","Females",0.0486181,"45"
"Moldova","Eastern Europe","50-54 years","Females",0.0439348,"50"
"Moldova","Eastern Europe","55-59 years","Females",0.0370738,"55"
"Moldova","Eastern Europe","60-64 years","Females",0.053135,"60"
"Moldova","Eastern Europe","65-69 years","Females",0.048904,"65"
"Moldova","Eastern Europe","70-74 years","Females",0.0401341,"70"
"Moldova","Eastern Europe","75-79 years","Females",0.0288767,"75"
"Moldova","Eastern Europe","80+ years","Females",0.0105097,"80"
"Moldova","Eastern Europe","50-69 years","Females",0.0450745,"50"
"Moldova","Eastern Europe","70+ years","Females",0.0263312,"70"
"Moldova","Eastern Europe","30-34 years","Both sexes",0.0544155,"30"
"Moldova","Eastern Europe","35-39 years","Both sexes",0.0791087,"35"
"Moldova","Eastern Europe","40-44 years","Both sexes",0.126936,"40"
"Moldova","Eastern Europe","45-49 years","Both sexes",0.161863,"45"
"Moldova","Eastern Europe","50-54 years","Both sexes",0.182225,"50"
"Moldova","Eastern Europe","55-59 years","Both sexes",0.195751,"55"
"Moldova","Eastern Europe","60-64 years","Both sexes",0.197378,"60"
"Moldova","Eastern Europe","65-69 years","Both sexes",0.188731,"65"
"Moldova","Eastern Europe","70-74 years","Both sexes",0.144936,"70"
"Moldova","Eastern Europe","75-79 years","Both sexes",0.110146,"75"
"Moldova","Eastern Europe","80+ years","Both sexes",0.054299,"80"
"Moldova","Eastern Europe","50-69 years","Both sexes",0.191112,"50"
"Moldova","Eastern Europe","70+ years","Both sexes",0.106948,"70"
"Russia","Eastern Europe","30-34 years","Males",0.074949,"30"
"Russia","Eastern Europe","35-39 years","Males",0.111329,"35"
"Russia","Eastern Europe","40-44 years","Males",0.179704,"40"
"Russia","Eastern Europe","45-49 years","Males",0.252322,"45"
"Russia","Eastern Europe","50-54 years","Males",0.32179,"50"
"Russia","Eastern Europe","55-59 years","Males",0.365087,"55"
"Russia","Eastern Europe","60-64 years","Males",0.376003,"60"
"Russia","Eastern Europe","65-69 years","Males",0.355644,"65"
"Russia","Eastern Europe","70-74 years","Males",0.32445,"70"
"Russia","Eastern Europe","75-79 years","Males",0.277806,"75"
"Russia","Eastern Europe","80+ years","Males",0.189212,"80"
"Russia","Eastern Europe","50-69 years","Males",0.352886,"50"
"Russia","Eastern Europe","70+ years","Males",0.280135,"70"
"Russia","Eastern Europe","30-34 years","Females",0.0546676,"30"
"Russia","Eastern Europe","35-39 years","Females",0.069543,"35"
"Russia","Eastern Europe","40-44 years","Females",0.0891155,"40"
"Russia","Eastern Europe","45-49 years","Females",0.104665,"45"
"Russia","Eastern Europe","50-54 years","Females",0.114388,"50"
"Russia","Eastern Europe","55-59 years","Females",0.119433,"55"
"Russia","Eastern Europe","60-64 years","Females",0.118239,"60"
"Russia","Eastern Europe","65-69 years","Females",0.0979478,"65"
"Russia","Eastern Europe","70-74 years","Females",0.0525624,"70"
"Russia","Eastern Europe","75-79 years","Females",0.0434688,"75"
"Russia","Eastern Europe","80+ years","Females",0.0233859,"80"
"Russia","Eastern Europe","50-69 years","Females",0.113257,"50"
"Russia","Eastern Europe","70+ years","Females",0.0380183,"70"
"Russia","Eastern Europe","30-34 years","Both sexes",0.0705429,"30"
"Russia","Eastern Europe","35-39 years","Both sexes",0.101296,"35"
"Russia","Eastern Europe","40-44 years","Both sexes",0.157391,"40"
"Russia","Eastern Europe","45-49 years","Both sexes",0.213773,"45"
"Russia","Eastern Europe","50-54 years","Both sexes",0.2635,"50"
"Russia","Eastern Europe","55-59 years","Both sexes",0.286407,"55"
"Russia","Eastern Europe","60-64 years","Both sexes",0.287367,"60"
"Russia","Eastern Europe","65-69 years","Both sexes",0.248245,"65"
"Russia","Eastern Europe","70-74 years","Both sexes",0.189718,"70"
"Russia","Eastern Europe","75-79 years","Both sexes",0.140694,"75"
"Russia","Eastern Europe","80+ years","Both sexes",0.0678844,"80"
"Russia","Eastern Europe","50-69 years","Both sexes",0.273468,"50"
"Russia","Eastern Europe","70+ years","Both sexes",0.134701,"70"
"Ukraine","Eastern Europe","30-34 years","Males",0.0619826,"30"
"Ukraine","Eastern Europe","35-39 years","Males",0.0948997,"35"
"Ukraine","Eastern Europe","40-44 years","Males",0.162207,"40"
"Ukraine","Eastern Europe","45-49 years","Males",0.232452,"45"
"Ukraine","Eastern Europe","50-54 years","Males",0.297042,"50"
"Ukraine","Eastern Europe","55-59 years","Males",0.350927,"55"
"Ukraine","Eastern Europe","60-64 years","Males",0.364597,"60"
"Ukraine","Eastern Europe","65-69 years","Males",0.348278,"65"
"Ukraine","Eastern Europe","70-74 years","Males",0.299848,"70"
"Ukraine","Eastern Europe","75-79 years","Males",0.252274,"75"
"Ukraine","Eastern Europe","80+ years","Males",0.171105,"80"
"Ukraine","Eastern Europe","50-69 years","Males",0.339009,"50"
"Ukraine","Eastern Europe","70+ years","Males",0.254726,"70"
"Ukraine","Eastern Europe","30-34 years","Females",0.0302104,"30"
"Ukraine","Eastern Europe","35-39 years","Females",0.0386187,"35"
"Ukraine","Eastern Europe","40-44 years","Females",0.0469496,"40"
"Ukraine","Eastern Europe","45-49 years","Females",0.0648692,"45"
"Ukraine","Eastern Europe","50-54 years","Females",0.0779731,"50"
"Ukraine","Eastern Europe","55-59 years","Females",0.0915883,"55"
"Ukraine","Eastern Europe","60-64 years","Females",0.0895151,"60"
"Ukraine","Eastern Europe","65-69 years","Females",0.0663436,"65"
"Ukraine","Eastern Europe","70-74 years","Females",0.0271063,"70"
"Ukraine","Eastern Europe","75-79 years","Females",0.0112794,"75"
"Ukraine","Eastern Europe","80+ years","Females",0.00752119,"80"
"Ukraine","Eastern Europe","50-69 years","Females",0.0811551,"50"
"Ukraine","Eastern Europe","70+ years","Females",0.0148562,"70"
"Ukraine","Eastern Europe","30-34 years","Both sexes",0.0543722,"30"
"Ukraine","Eastern Europe","35-39 years","Both sexes",0.0806614,"35"
"Ukraine","Eastern Europe","40-44 years","Both sexes",0.133852,"40"
"Ukraine","Eastern Europe","45-49 years","Both sexes",0.188592,"45"
"Ukraine","Eastern Europe","50-54 years","Both sexes",0.234184,"50"
"Ukraine","Eastern Europe","55-59 years","Both sexes",0.265293,"55"
"Ukraine","Eastern Europe","60-64 years","Both sexes",0.266586,"60"
"Ukraine","Eastern Europe","65-69 years","Both sexes",0.227407,"65"
"Ukraine","Eastern Europe","70-74 years","Both sexes",0.164768,"70"
"Ukraine","Eastern Europe","75-79 years","Both sexes",0.114651,"75"
"Ukraine","Eastern Europe","80+ years","Both sexes",0.0550805,"80"
"Ukraine","Eastern Europe","50-69 years","Both sexes",0.249139,"50"
"Ukraine","Eastern Europe","70+ years","Both sexes",0.113097,"70"
"Brunei Darussalam","High-income Asia Pacific","30-34 years","Males",0.102159,"30"
"Brunei Darussalam","High-income Asia Pacific","35-39 years","Males",0.123689,"35"
"Brunei Darussalam","High-income Asia Pacific","40-44 years","Males",0.167433,"40"
"Brunei Darussalam","High-income Asia Pacific","45-49 years","Males",0.187272,"45"
"Brunei Darussalam","High-income Asia Pacific","50-54 years","Males",0.201765,"50"
"Brunei Darussalam","High-income Asia Pacific","55-59 years","Males",0.196554,"55"
"Brunei Darussalam","High-income Asia Pacific","60-64 years","Males",0.261457,"60"
"Brunei Darussalam","High-income Asia Pacific","65-69 years","Males",0.274061,"65"
"Brunei Darussalam","High-income Asia Pacific","70-74 years","Males",0.25846,"70"
"Brunei Darussalam","High-income Asia Pacific","75-79 years","Males",0.229227,"75"
"Brunei Darussalam","High-income Asia Pacific","80+ years","Males",0.197692,"80"
"Brunei Darussalam","High-income Asia Pacific","50-69 years","Males",0.228974,"50"
"Brunei Darussalam","High-income Asia Pacific","70+ years","Males",0.2278,"70"
"Brunei Darussalam","High-income Asia Pacific","30-34 years","Females",0.0532645,"30"
"Brunei Darussalam","High-income Asia Pacific","35-39 years","Females",0.0823755,"35"
"Brunei Darussalam","High-income Asia Pacific","40-44 years","Females",0.127006,"40"
"Brunei Darussalam","High-income Asia Pacific","45-49 years","Females",0.138206,"45"
"Brunei Darussalam","High-income Asia Pacific","50-54 years","Females",0.164159,"50"
"Brunei Darussalam","High-income Asia Pacific","55-59 years","Females",0.15873,"55"
"Brunei Darussalam","High-income Asia Pacific","60-64 years","Females",0.220788,"60"
"Brunei Darussalam","High-income Asia Pacific","65-69 years","Females",0.241693,"65"
"Brunei Darussalam","High-income Asia Pacific","70-74 years","Females",0.2571,"70"
"Brunei Darussalam","High-income Asia Pacific","75-79 years","Females",0.246568,"75"
"Brunei Darussalam","High-income Asia Pacific","80+ years","Females",0.254936,"80"
"Brunei Darussalam","High-income Asia Pacific","50-69 years","Females",0.188469,"50"
"Brunei Darussalam","High-income Asia Pacific","70+ years","Females",0.252946,"70"
"Brunei Darussalam","High-income Asia Pacific","30-34 years","Both sexes",0.0831278,"30"
"Brunei Darussalam","High-income Asia Pacific","35-39 years","Both sexes",0.105853,"35"
"Brunei Darussalam","High-income Asia Pacific","40-44 years","Both sexes",0.149711,"40"
"Brunei Darussalam","High-income Asia Pacific","45-49 years","Both sexes",0.165627,"45"
"Brunei Darussalam","High-income Asia Pacific","50-54 years","Both sexes",0.18661,"50"
"Brunei Darussalam","High-income Asia Pacific","55-59 years","Both sexes",0.182874,"55"
"Brunei Darussalam","High-income Asia Pacific","60-64 years","Both sexes",0.247958,"60"
"Brunei Darussalam","High-income Asia Pacific","65-69 years","Both sexes",0.263201,"65"
"Brunei Darussalam","High-income Asia Pacific","70-74 years","Both sexes",0.258045,"70"
"Brunei Darussalam","High-income Asia Pacific","75-79 years","Both sexes",0.237128,"75"
"Brunei Darussalam","High-income Asia Pacific","80+ years","Both sexes",0.224923,"80"
"Brunei Darussalam","High-income Asia Pacific","50-69 years","Both sexes",0.214244,"50"
"Brunei Darussalam","High-income Asia Pacific","70+ years","Both sexes",0.239205,"70"
"Japan","High-income Asia Pacific","30-34 years","Males",0.0918347,"30"
"Japan","High-income Asia Pacific","35-39 years","Males",0.121853,"35"
"Japan","High-income Asia Pacific","40-44 years","Males",0.162147,"40"
"Japan","High-income Asia Pacific","45-49 years","Males",0.158955,"45"
"Japan","High-income Asia Pacific","50-54 years","Males",0.158551,"50"
